-4.184086322784423828e-01;6.153934635221958160e-03;-3.988388776779174805e-01
-5.148569941520690918e-01;5.498120095580816269e-03;-3.515510559082031250e-01
-4.396902024745941162e-01;9.310743957757949829e-02;-3.352881073951721191e-01
-2.919153869152069092e-01;-4.115746915340423584e-02;-3.989192545413970947e-01
-5.774939656257629395e-01;4.143629595637321472e-02;-3.385876417160034180e-01
-3.960060477256774902e-01;-1.388910859823226929e-01;-2.948100566864013672e-01
-3.646363317966461182e-01;-1.761704683303833008e-01;-3.988389074802398682e-01
-5.718234181404113770e-01;-1.847670227289199829e-02;-2.616711258888244629e-01
-3.364208936691284180e-01;3.269239515066146851e-02;-2.015372961759567261e-01
-5.016342997550964355e-01;2.120909541845321655e-01;-3.650389611721038818e-01
7.690341472625732422e-01;-4.011437594890594482e-01;2.854464650154113770e-01
7.691991925239562988e-01;-3.509330451488494873e-01;2.928475439548492432e-01
7.190021872520446777e-01;-3.382867574691772461e-01;2.900586426258087158e-01
7.691997885704040527e-01;-2.399992346763610840e-01;2.456176578998565674e-01
7.704560160636901855e-01;-2.172466218471527100e-01;3.115884363651275635e-01
6.234156489372253418e-01;-4.000087380409240723e-01;1.169679909944534302e-01
7.681066989898681641e-01;-1.869212836027145386e-01;1.956216394901275635e-01
6.582217216491699219e-01;-1.909410953521728516e-01;2.898850142955780029e-01
7.563448548316955566e-01;-2.829327583312988281e-01;5.143979191780090332e-02
7.313792705535888672e-01;-2.874607145786285400e-01;5.157436430454254150e-02
-8.341991305351257324e-01;-3.845118582248687744e-01;-3.953002691268920898e-01
-8.340930938720703125e-01;-3.893984556198120117e-01;-2.991854250431060791e-01
-6.406773328781127930e-01;-3.702417612075805664e-01;-3.985985815525054932e-01
-6.793530583381652832e-01;-2.930121123790740967e-01;-2.961449027061462402e-01
-8.341800570487976074e-01;-3.881276845932006836e-01;-1.694579273462295532e-01
-7.114492058753967285e-01;-3.336736261844635010e-01;-2.075847983360290527e-01
-6.154167056083679199e-01;-2.686085104942321777e-01;-3.986390531063079834e-01
-8.342873454093933105e-01;-1.563385725021362305e-01;-2.883937358856201172e-01
-6.397696733474731445e-01;-3.279421925544738770e-01;-1.688003093004226685e-01
-6.795084476470947266e-01;-2.654235959053039551e-01;-1.324200034141540527e-01
-8.342063426971435547e-01;4.424864426255226135e-02;4.547527059912681580e-02
-8.341828584671020508e-01;4.911581426858901978e-02;1.163560748100280762e-01
-7.236998677253723145e-01;4.648115485906600952e-03;9.406156092882156372e-02
-8.342844843864440918e-01;9.089224785566329956e-02;-1.461425721645355225e-01
-7.283824086189270020e-01;-6.623533368110656738e-02;-8.998259902000427246e-02
-6.879446506500244141e-01;-9.540913999080657959e-02;1.329658776521682739e-01
-7.577261924743652344e-01;1.673486381769180298e-01;-1.389473527669906616e-01
-6.084771156311035156e-01;-3.933454677462577820e-02;5.958189815282821655e-02
-8.341981768608093262e-01;-1.751149296760559082e-01;-6.362229585647583008e-02
-7.224410772323608398e-01;-3.512976691126823425e-02;2.579985857009887695e-01
-1.022382900118827820e-01;1.273305714130401611e-02;-3.811223804950714111e-02
-3.025253862142562866e-02;-1.048748195171356201e-02;2.599678188562393188e-02
-1.032837182283401489e-01;-1.624746620655059814e-02;1.250828206539154053e-01
-1.741126626729965210e-01;7.570210099220275879e-02;-2.007081359624862671e-01
-1.637658923864364624e-01;-1.151682287454605103e-01;-1.732822358608245850e-01
-2.599498927593231201e-01;2.687898837029933929e-02;8.254559338092803955e-02
2.563584595918655396e-02;-1.594554930925369263e-01;2.230049669742584229e-02
-7.092574983835220337e-02;2.356820553541183472e-01;-1.213392429053783417e-02
